,bhk,type,area,region,Price_in_Lakhs
4722,1,Apartment,550.0,Mira Road East,70.0
4723,1,Apartment,560.0,Mira Road East,67.0
4724,1,Apartment,450.0,Mira Road East,55.0
4726,1,Apartment,630.0,Mira Road East,75.0
4730,1,Apartment,600.0,Mira Road East,71.0
4731,1,Apartment,600.0,Mira Road East,71.0
4732,1,Apartment,600.0,Mira Road East,71.0
4733,1,Apartment,600.0,Mira Road East,77.0
4736,1,Apartment,470.0,Mira Road East,62.54
4738,3,Apartment,1007.0,Mira Road East,168.0
4741,1,Apartment,475.0,Mira Road East,84.37
4742,3,Apartment,1163.0,Mira Road East,191.0
4743,2,Apartment,690.0,Mira Road East,118.0
4746,1,Apartment,490.0,Mira Road East,61.0
4747,3,Apartment,1050.0,Mira Road East,150.0
4755,1,Apartment,550.0,Mira Road East,71.0
4756,1,Apartment,480.0,Mira Road East,59.0
4757,1,Apartment,480.0,Mira Road East,59.0
4759,1,Apartment,480.0,Mira Road East,59.0
4760,1,Apartment,480.0,Mira Road East,59.0
4761,1,Apartment,480.0,Mira Road East,59.0
4762,1,Apartment,480.0,Mira Road East,59.0
4763,1,Apartment,480.0,Mira Road East,59.0
4765,1,Apartment,620.0,Mira Road East,75.0
4768,1,Apartment,455.0,Mira Road East,74.0
4769,1,Apartment,550.0,Mira Road East,69.0
4770,1,Apartment,360.0,Mira Road East,60.0
4771,2,Apartment,681.0,Mira Road East,125.0
4772,3,Apartment,900.0,Mira Road East,160.0
4773,1,Apartment,494.0,Mira Road East,73.0
4775,3,Apartment,919.0,Mira Road East,139.0
4776,1,Apartment,550.0,Mira Road East,75.0
4777,2,Apartment,684.0,Mira Road East,118.0
4778,2,Apartment,734.0,Mira Road East,133.0
4779,3,Apartment,1007.0,Mira Road East,173.0
4780,1,Apartment,715.0,Mira Road East,98.0
4783,1,Apartment,760.0,Mira Road East,91.5
4784,1,Apartment,760.0,Mira Road East,91.0
4788,1,Apartment,445.0,Mira Road East,75.0
4790,2,Apartment,726.0,Mira Road East,125.0
4793,1,Apartment,480.0,Mira Road East,59.0
4798,1,Apartment,530.0,Mira Road East,65.0
4799,1,Apartment,445.0,Mira Road East,74.0
4807,1,Apartment,480.0,Mira Road East,59.0
4808,2,Apartment,650.0,Mira Road East,104.0
4811,2,Apartment,681.0,Mira Road East,110.0
4813,2,Apartment,720.0,Mira Road East,118.0
4816,1,Apartment,610.0,Mira Road East,73.0
4821,1,Apartment,560.0,Mira Road East,72.0
4823,1,Apartment,494.0,Mira Road East,74.0
4829,1,Apartment,570.0,Mira Road East,70.0
4835,1,Apartment,539.0,Mira Road East,75.0
4836,1,Apartment,539.0,Mira Road East,72.0
4837,1,Apartment,550.0,Mira Road East,68.33
4838,1,Apartment,539.0,Mira Road East,72.5
4848,1,Apartment,620.0,Mira Road East,77.5
4849,1,Apartment,620.0,Mira Road East,78.0
4850,1,Apartment,490.0,Mira Road East,60.0
4852,1,Apartment,550.0,Mira Road East,71.0
4855,1,Apartment,532.0,Mira Road East,68.0
4865,2,Apartment,850.0,Mira Road East,135.0
4868,1,Apartment,520.0,Mira Road East,66.0
4871,1,Apartment,337.0,Mira Road East,57.99
4872,1,Apartment,358.0,Mira Road East,59.99
4873,1,Apartment,600.0,Mira Road East,72.0
4874,1,Apartment,600.0,Mira Road East,88.0
4875,1,Apartment,600.0,Mira Road East,89.0
4876,1,Apartment,650.0,Mira Road East,89.5
4877,1,Apartment,600.0,Mira Road East,88.5
4878,1,Apartment,487.0,Mira Road East,89.0
4880,1,Apartment,455.0,Mira Road East,65.0
4881,2,Apartment,611.0,Mira Road East,114.0
4887,3,Apartment,1780.0,Mira Road East,250.0
4889,3,Apartment,1058.0,Mira Road East,160.0
4890,1,Apartment,520.0,Mira Road East,65.0
4891,1,Apartment,396.0,Mira Road East,62.0
4892,3,Apartment,1365.0,Mira Road East,194.0
4894,2,Apartment,640.0,Mira Road East,127.0
4895,1,Apartment,407.0,Mira Road East,67.0
4897,2,Apartment,1250.0,Mira Road East,221.0
4898,3,Apartment,1500.0,Mira Road East,285.0
4899,4,Apartment,3000.0,Mira Road East,445.0
4900,1,Apartment,510.0,Mira Road East,65.0
4904,1,Apartment,545.0,Mira Road East,84.85
4905,1,Apartment,398.0,Mira Road East,66.63
4906,1,Apartment,384.0,Mira Road East,50.99
4908,1,Apartment,394.0,Mira Road East,75.0
4909,1,Apartment,426.0,Mira Road East,62.0
4910,1,Apartment,384.0,Mira Road East,108.0
4911,1,Apartment,349.0,Mira Road East,56.0
4912,1,Apartment,365.0,Mira Road East,57.99
4913,1,Apartment,392.0,Mira Road East,54.0
4915,1,Apartment,550.0,Mira Road East,69.0
4916,3,Apartment,1050.0,Mira Road East,160.0
4917,1,Apartment,368.0,Mira Road East,63.4
4918,1,Apartment,426.0,Mira Road East,64.0
4919,1,Apartment,360.0,Mira Road East,63.0
4920,1,Apartment,327.0,Mira Road East,62.0
4921,1,Apartment,308.0,Mira Road East,60.0
4922,1,Apartment,357.0,Mira Road East,62.9
4923,1,Apartment,339.0,Mira Road East,62.3
4924,1,Apartment,323.0,Mira Road East,61.0
4925,1,Apartment,417.0,Mira Road East,63.8
4926,1,Apartment,349.0,Mira Road East,62.7
4927,1,Apartment,400.0,Mira Road East,63.6
4928,1,Apartment,347.0,Mira Road East,62.5
4929,1,Apartment,365.0,Mira Road East,63.2
4931,1,Apartment,432.0,Mira Road East,60.48
4932,1,Apartment,407.0,Mira Road East,56.88
4934,1,Apartment,388.0,Mira Road East,54.0
4935,1,Apartment,325.0,Mira Road East,54.0
4939,1,Apartment,364.0,Mira Road East,55.49
4940,1,Apartment,320.0,Mira Road East,52.49
4941,1,Apartment,418.0,Mira Road East,68.99
4942,2,Apartment,650.0,Mira Road East,113.0
4943,1,Apartment,409.0,Mira Road East,68.33
4944,1,Apartment,423.0,Mira Road East,71.0
4945,2,Apartment,616.0,Mira Road East,100.0
4946,1,Apartment,392.0,Mira Road East,59.0
4947,1,Apartment,426.0,Mira Road East,64.0
4948,1,Apartment,360.0,Mira Road East,63.0
4949,1,Apartment,327.0,Mira Road East,62.0
4950,1,Apartment,308.0,Mira Road East,60.0
4951,1,Apartment,357.0,Mira Road East,62.9
4952,1,Apartment,339.0,Mira Road East,62.3
4953,1,Apartment,323.0,Mira Road East,61.0
4954,1,Apartment,368.0,Mira Road East,63.4
4955,1,Apartment,417.0,Mira Road East,63.8
4956,1,Apartment,349.0,Mira Road East,62.7
4957,1,Apartment,400.0,Mira Road East,63.6
4958,1,Apartment,347.0,Mira Road East,62.5
4959,1,Apartment,365.0,Mira Road East,63.2
4962,3,Apartment,1715.0,Mira Road East,240.0
4964,3,Apartment,1715.0,Mira Road East,242.0
4966,1,Apartment,325.0,Mira Road East,43.22
4970,1,Apartment,426.0,Mira Road East,64.0
4971,1,Apartment,360.0,Mira Road East,63.0
4972,1,Apartment,327.0,Mira Road East,62.0
4973,1,Apartment,308.0,Mira Road East,60.0
4974,1,Apartment,357.0,Mira Road East,62.9
4975,1,Apartment,339.0,Mira Road East,62.3
4976,1,Apartment,323.0,Mira Road East,61.0
4977,1,Apartment,368.0,Mira Road East,63.4
4978,1,Apartment,417.0,Mira Road East,63.8
4979,1,Apartment,349.0,Mira Road East,62.7
4980,1,Apartment,400.0,Mira Road East,63.6
4981,1,Apartment,347.0,Mira Road East,62.5
4982,1,Apartment,365.0,Mira Road East,63.2
4983,1,Apartment,395.0,Mira Road East,61.0
4984,1,Apartment,401.0,Mira Road East,63.49
4985,1,Apartment,405.0,Mira Road East,63.99
4986,1,Apartment,414.0,Mira Road East,64.5
4987,1,Apartment,437.0,Mira Road East,59.28
4988,1,Apartment,451.0,Mira Road East,63.14
4990,1,Apartment,396.0,Mira Road East,62.0
4991,1,Apartment,510.0,Mira Road East,61.5
4992,1,Apartment,421.0,Mira Road East,62.0
4993,1,Apartment,401.0,Mira Road East,61.0
4994,1,Apartment,399.0,Mira Road East,60.0
4995,1,Apartment,397.0,Mira Road East,61.16
4996,1,Apartment,396.0,Mira Road East,62.0
4997,1,Apartment,399.0,Mira Road East,59.5
4999,1,Apartment,451.0,Mira Road East,63.14
5001,1,Apartment,426.0,Mira Road East,62.0
5002,1,Apartment,384.0,Mira Road East,108.0
5003,1,Apartment,349.0,Mira Road East,56.0
5004,1,Apartment,365.0,Mira Road East,57.99
5005,2,Apartment,608.0,Mira Road East,98.91
5006,1,Apartment,432.0,Mira Road East,70.67
5007,1,Apartment,407.0,Mira Road East,66.54
5008,2,Apartment,613.0,Mira Road East,99.73
5009,1,Apartment,388.0,Mira Road East,63.24
5010,1,Apartment,418.0,Mira Road East,68.99
5011,2,Apartment,650.0,Mira Road East,113.0
5012,1,Apartment,357.0,Mira Road East,60.84
5013,1,Apartment,367.0,Mira Road East,62.41
5014,1,Apartment,393.0,Mira Road East,59.45
5015,1,Apartment,379.0,Mira Road East,59.45
5016,1,Apartment,385.0,Mira Road East,59.45
5017,1,Apartment,369.0,Mira Road East,59.45
5019,1,Apartment,471.0,Mira Road East,59.0
5020,1,Apartment,587.0,Mira Road East,72.0
5022,1,Apartment,490.0,Mira Road East,68.0
5023,1,Apartment,560.0,Mira Road East,67.0
5025,1,Apartment,410.0,Mira Road East,50.0
5026,2,Apartment,617.0,Mira Road East,112.0
5027,1,Apartment,381.0,Mira Road East,65.0
5028,1,Apartment,397.0,Mira Road East,55.5
5029,1,Apartment,405.0,Mira Road East,65.99
5030,1,Apartment,431.0,Mira Road East,69.0
5031,1,Apartment,399.0,Mira Road East,62.99
5034,1,Apartment,364.0,Mira Road East,55.49
5035,1,Apartment,320.0,Mira Road East,52.49
5036,1,Apartment,426.0,Mira Road East,62.0
5037,1,Apartment,384.0,Mira Road East,108.0
5038,1,Apartment,349.0,Mira Road East,56.0
5039,1,Apartment,365.0,Mira Road East,57.99
5040,1,Apartment,365.0,Mira Road East,59.0
5042,3,Apartment,1055.0,Mira Road East,160.0
5044,1,Apartment,351.0,Mira Road East,52.88
5045,1,Apartment,390.0,Mira Road East,52.89
5046,1,Apartment,409.0,Mira Road East,62.73
5047,1,Apartment,441.0,Mira Road East,67.49
5048,1,Apartment,397.0,Mira Road East,61.0
5050,1,Apartment,426.0,Mira Road East,72.68
5051,2,Apartment,614.0,Mira Road East,104.0
5052,1,Apartment,403.0,Mira Road East,63.0
5053,1,Apartment,386.0,Mira Road East,60.99
5056,1,Apartment,458.0,Mira Road East,64.0
5057,1,Apartment,389.0,Mira Road East,61.99
5058,1,Apartment,430.0,Mira Road East,73.0
5059,1,Apartment,430.0,Mira Road East,73.0
5060,1,Apartment,412.0,Mira Road East,69.0
5061,1,Apartment,412.0,Mira Road East,69.0
5062,1,Apartment,379.0,Mira Road East,52.6
5063,1,Apartment,393.0,Mira Road East,52.99
5064,1,Apartment,369.0,Mira Road East,52.5
5065,1,Apartment,385.0,Mira Road East,52.79
5066,2,Apartment,608.0,Mira Road East,98.91
5067,1,Apartment,432.0,Mira Road East,70.67
5068,1,Apartment,407.0,Mira Road East,66.54
5069,2,Apartment,613.0,Mira Road East,99.74
5070,1,Apartment,388.0,Mira Road East,63.24
5071,1,Apartment,358.0,Mira Road East,59.99
5072,1,Apartment,424.0,Mira Road East,59.0
5073,2,Apartment,681.0,Mira Road East,105.0
5076,1,Apartment,397.0,Mira Road East,61.16
5077,1,Apartment,410.0,Mira Road East,50.0
5078,1,Apartment,399.0,Mira Road East,59.5
5079,1,Apartment,392.0,Mira Road East,59.0
5082,1,Apartment,514.0,Mira Road East,63.0
5089,1,Apartment,514.0,Mira Road East,63.0
5091,1,Apartment,514.0,Mira Road East,63.0
5095,3,Apartment,990.0,Mira Road East,140.0
5112,1,Apartment,506.0,Mira Road East,69.0
5115,1,Apartment,514.0,Mira Road East,63.0
5119,1,Apartment,506.0,Mira Road East,69.0
5124,1,Apartment,514.0,Mira Road East,63.0
5125,1,Apartment,506.0,Mira Road East,69.0
5130,1,Apartment,506.0,Mira Road East,69.0
5133,1,Apartment,514.0,Mira Road East,63.0
5137,3,Apartment,992.0,Mira Road East,140.0
5145,1,Apartment,335.0,Mira Road East,48.0
5149,1,Apartment,514.0,Mira Road East,63.0
5159,1,Apartment,514.0,Mira Road East,63.0
5161,1,Apartment,397.0,Mira Road East,61.16
5164,1,Apartment,552.0,Mira Road East,70.0
5165,1,Apartment,410.0,Mira Road East,70.0
5166,2,Apartment,670.0,Mira Road East,108.0
5167,1,Apartment,425.0,Mira Road East,68.0
5168,3,Apartment,1165.0,Mira Road East,175.0
5174,1,Apartment,438.0,Mira Road East,72.0
5175,1,Apartment,531.0,Mira Road East,72.0
5176,1,Apartment,360.0,Mira Road East,72.0
5177,1,Apartment,455.0,Mira Road East,68.0
5179,1,Apartment,550.0,Mira Road East,66.0
5180,1,Apartment,750.0,Mira Road East,89.0
5181,3,Apartment,1000.0,Mira Road East,150.0
5184,1,Apartment,395.0,Mira Road East,64.25
5185,1,Apartment,395.0,Mira Road East,64.25
5186,1,Apartment,377.0,Mira Road East,61.2
5187,1,Apartment,377.0,Mira Road East,61.2
5189,3,Apartment,1000.0,Mira Road East,150.0
5193,1,Apartment,550.0,Mira Road East,66.0
5194,3,Apartment,1055.0,Mira Road East,150.0
5199,1,Apartment,411.0,Mira Road East,73.0
5202,1,Apartment,451.0,Mira Road East,64.88
5203,3,Apartment,902.0,Mira Road East,129.0
5206,1,Apartment,500.0,Mira Road East,71.5
5210,1,Apartment,458.0,Mira Road East,73.0
5212,1,Apartment,489.0,Mira Road East,58.0
5213,1,Apartment,489.0,Mira Road East,58.0
5215,1,Apartment,335.0,Mira Road East,42.0
5216,2,Apartment,690.0,Mira Road East,122.0
5217,2,Apartment,650.0,Mira Road East,114.0
5218,1,Apartment,475.0,Mira Road East,60.0
5219,1,Apartment,426.0,Mira Road East,90.0
5220,1,Apartment,360.0,Mira Road East,84.0
5221,1,Apartment,327.0,Mira Road East,76.0
5222,1,Apartment,308.0,Mira Road East,74.0
5223,1,Apartment,357.0,Mira Road East,82.0
5224,1,Apartment,339.0,Mira Road East,77.0
5225,1,Apartment,323.0,Mira Road East,75.0
5226,1,Apartment,368.0,Mira Road East,87.0
5227,1,Apartment,417.0,Mira Road East,89.0
5228,1,Apartment,349.0,Mira Road East,80.0
5229,1,Apartment,400.0,Mira Road East,88.0
5230,1,Apartment,347.0,Mira Road East,79.0
5231,1,Apartment,365.0,Mira Road East,86.0
5232,1,Apartment,396.0,Mira Road East,55.99
5234,1,Apartment,396.0,Mira Road East,55.99
5236,1,Apartment,424.0,Mira Road East,59.95
5237,1,Apartment,415.0,Mira Road East,58.68
5239,2,Apartment,640.0,Mira Road East,135.0
5240,1,Apartment,407.0,Mira Road East,84.0
5243,1,Apartment,500.0,Mira Road East,60.0
5244,3,Apartment,1250.0,Mira Road East,182.0
5246,3,Apartment,1250.0,Mira Road East,181.0
5247,3,Apartment,1050.0,Mira Road East,159.0
5249,1,Apartment,531.0,Mira Road East,71.5
5250,1,Apartment,500.0,Mira Road East,71.0
5252,1,Apartment,415.0,Mira Road East,58.0
5253,3,Apartment,1000.0,Mira Road East,174.0
5254,3,Apartment,1250.0,Mira Road East,181.0
5255,1,Apartment,357.0,Mira Road East,62.0
5256,1,Apartment,367.0,Mira Road East,63.0
5257,3,Apartment,1000.0,Mira Road East,175.0
5258,3,Apartment,1050.0,Mira Road East,149.0
5259,1,Apartment,500.0,Mira Road East,68.0
5260,1,Apartment,510.0,Mira Road East,68.0
5263,1,Apartment,396.0,Mira Road East,62.0
5265,1,Apartment,490.0,Mira Road East,60.0
5268,1,Apartment,428.0,Mira Road East,65.98
5271,1,Apartment,448.0,Mira Road East,69.06
5272,1,Apartment,337.0,Mira Road East,57.99
5273,1,Apartment,360.0,Mira Road East,68.0
5274,1,Apartment,336.0,Mira Road East,64.0
5275,1,Apartment,344.0,Mira Road East,64.99
5276,1,Apartment,324.0,Mira Road East,62.0
5277,1,Apartment,392.0,Mira Road East,69.99
5278,1,Apartment,355.0,Mira Road East,66.99
5279,1,Apartment,323.0,Mira Road East,60.99
5282,2,Apartment,750.0,Mira Road East,120.0
5284,1,Apartment,323.0,Mira Road East,44.0
5285,1,Apartment,323.0,Mira Road East,44.0
5287,1,Apartment,550.0,Mira Road East,77.0
5288,1,Apartment,730.0,Mira Road East,90.0
5289,1,Apartment,533.0,Mira Road East,63.24
5295,1,Apartment,533.0,Mira Road East,63.24
5296,1,Apartment,533.0,Mira Road East,63.24
5297,2,Apartment,760.0,Mira Road East,204.0
5298,1,Apartment,533.0,Mira Road East,63.24
5299,2,Apartment,760.0,Mira Road East,204.0
5303,3,Apartment,1000.0,Mira Road East,149.0
5305,1,Apartment,600.0,Mira Road East,71.0
5308,1,Apartment,560.0,Mira Road East,69.0
5309,1,Apartment,650.0,Mira Road East,79.0
5310,1,Apartment,590.0,Mira Road East,70.0
5316,1,Apartment,531.0,Mira Road East,72.0
5317,2,Apartment,800.0,Mira Road East,127.0
5318,1,Apartment,390.0,Mira Road East,48.96
5319,1,Apartment,650.0,Mira Road East,80.0
5320,3,Apartment,1050.0,Mira Road East,175.0
5323,1,Apartment,324.0,Mira Road East,44.1
5324,1,Apartment,323.0,Mira Road East,44.0
5325,1,Apartment,336.0,Mira Road East,44.92
5326,1,Apartment,360.0,Mira Road East,48.0
5327,1,Apartment,344.0,Mira Road East,45.99
5328,1,Apartment,355.0,Mira Road East,47.33
5329,1,Apartment,344.0,Mira Road East,47.0
5334,1,Apartment,360.0,Mira Road East,72.0
5335,3,Apartment,1000.0,Mira Road East,175.0
5338,1,Apartment,405.0,Mira Road East,65.99
5339,1,Apartment,431.0,Mira Road East,69.0
5340,1,Apartment,399.0,Mira Road East,62.99
5342,1,Apartment,450.0,Mira Road East,72.0
5343,4,Apartment,1300.0,Mira Road East,229.0
5344,3,Apartment,900.0,Mira Road East,154.0
5345,3,Apartment,900.0,Mira Road East,154.0
5346,1,Apartment,520.0,Mira Road East,62.0
5347,1,Apartment,426.0,Mira Road East,62.0
5348,1,Apartment,384.0,Mira Road East,108.0
5349,1,Apartment,349.0,Mira Road East,56.0
5350,1,Apartment,365.0,Mira Road East,57.99
5351,1,Apartment,323.0,Mira Road East,43.0
5352,1,Apartment,364.0,Mira Road East,55.49
5353,1,Apartment,320.0,Mira Road East,52.49
5354,2,Apartment,650.0,Mira Road East,108.0
5355,1,Apartment,550.0,Mira Road East,66.0
5356,1,Apartment,399.0,Mira Road East,59.5
5357,1,Apartment,395.0,Mira Road East,61.0
5358,1,Apartment,401.0,Mira Road East,63.49
5359,1,Apartment,405.0,Mira Road East,63.99
5360,1,Apartment,414.0,Mira Road East,64.5
5361,1,Apartment,428.0,Mira Road East,65.98
5364,1,Apartment,448.0,Mira Road East,69.06
5365,1,Apartment,390.0,Mira Road East,52.2
5366,1,Apartment,351.0,Mira Road East,52.0
5367,1,Apartment,400.0,Mira Road East,66.94
5368,1,Apartment,398.0,Mira Road East,66.63
5369,1,Apartment,508.0,Mira Road East,84.99
5372,2,Apartment,669.0,Mira Road East,104.0
5373,2,Apartment,669.0,Mira Road East,104.0
5374,1,Apartment,442.0,Mira Road East,69.75
5375,1,Apartment,442.0,Mira Road East,69.75
5376,2,Apartment,658.0,Mira Road East,102.0
5377,2,Apartment,658.0,Mira Road East,102.0
5378,1,Apartment,441.0,Mira Road East,69.59
5379,1,Apartment,441.0,Mira Road East,69.59
5380,2,Apartment,621.0,Mira Road East,112.0
5381,1,Apartment,568.0,Mira Road East,90.0
5382,1,Apartment,443.0,Mira Road East,86.0
5383,2,Apartment,630.0,Mira Road East,113.0
5384,2,Apartment,644.0,Mira Road East,114.0
5385,1,Apartment,349.0,Mira Road East,62.2
5386,1,Apartment,384.0,Mira Road East,63.2
5387,1,Apartment,426.0,Mira Road East,70.2
5388,2,Apartment,1098.0,Mira Road East,170.0
5389,1,Apartment,365.0,Mira Road East,63.2
5390,1,Apartment,693.0,Mira Road East,95.5
5392,1,Apartment,432.0,Mira Road East,60.48
5393,1,Apartment,407.0,Mira Road East,56.88
5395,1,Apartment,388.0,Mira Road East,54.0
5396,1,Apartment,426.0,Mira Road East,62.0
5397,1,Apartment,384.0,Mira Road East,108.0
5398,1,Apartment,349.0,Mira Road East,56.0
5399,1,Apartment,365.0,Mira Road East,57.99
5400,1,Apartment,349.0,Mira Road East,60.0
5401,1,Apartment,384.0,Mira Road East,63.2
5402,1,Apartment,426.0,Mira Road East,64.5
5403,1,Apartment,365.0,Mira Road East,61.0
5404,1,Apartment,357.0,Mira Road East,55.84
5405,1,Apartment,367.0,Mira Road East,57.4
5406,1,Apartment,428.0,Mira Road East,65.98
5409,1,Apartment,448.0,Mira Road East,69.06
5410,1,Apartment,430.0,Mira Road East,59.27
5411,1,Apartment,412.0,Mira Road East,53.56
5413,1,Apartment,437.0,Mira Road East,59.28
5414,1,Apartment,421.0,Mira Road East,62.0
5415,1,Apartment,401.0,Mira Road East,61.0
5416,1,Apartment,399.0,Mira Road East,60.0
5417,2,Apartment,630.0,Mira Road East,100.0
5418,2,Apartment,617.0,Mira Road East,97.0
5419,2,Apartment,629.0,Mira Road East,98.0
5420,2,Apartment,720.0,Mira Road East,111.0
5421,1,Apartment,357.0,Mira Road East,55.84
5422,1,Apartment,367.0,Mira Road East,57.4
5423,1,Apartment,357.0,Mira Road East,55.84
5424,1,Apartment,367.0,Mira Road East,57.4
5425,1,Apartment,426.0,Mira Road East,64.0
5426,1,Apartment,360.0,Mira Road East,63.0
5427,1,Apartment,327.0,Mira Road East,62.0
5428,1,Apartment,308.0,Mira Road East,60.0
5429,1,Apartment,357.0,Mira Road East,62.9
5430,1,Apartment,339.0,Mira Road East,62.3
5431,1,Apartment,323.0,Mira Road East,61.0
5432,1,Apartment,368.0,Mira Road East,63.4
5433,1,Apartment,417.0,Mira Road East,63.8
5434,1,Apartment,349.0,Mira Road East,62.7
5435,1,Apartment,400.0,Mira Road East,63.6
5436,1,Apartment,347.0,Mira Road East,62.5
5437,1,Apartment,365.0,Mira Road East,63.2
5438,1,Apartment,346.0,Mira Road East,58.17
5439,1,Apartment,393.0,Mira Road East,59.77
5440,1,Apartment,342.0,Mira Road East,58.7
5441,1,Apartment,423.0,Mira Road East,59.9
5443,4,Apartment,2300.0,Mira Road East,699.0
5450,2,Apartment,800.0,Mira Road East,130.0
5451,1,Apartment,523.0,Mira Road East,72.0
5457,3,Apartment,1345.0,Mira Road East,260.0
5460,3,Apartment,1345.0,Mira Road East,260.0
5462,1,Apartment,418.0,Mira Road East,68.0
5463,2,Apartment,652.0,Mira Road East,108.0
5467,3,Apartment,1162.0,Mira Road East,186.0
5468,2,Apartment,708.0,Mira Road East,110.0
5469,1,Apartment,868.0,Mira Road East,135.0
5475,1,Apartment,412.0,Mira Road East,68.74
5476,1,Apartment,412.0,Mira Road East,67.74
5477,1,Apartment,412.0,Mira Road East,66.74
5478,1,Apartment,412.0,Mira Road East,68.74
5479,1,Apartment,412.0,Mira Road East,67.74
5480,1,Apartment,412.0,Mira Road East,66.74
5481,1,Apartment,410.0,Mira Road East,72.0
5482,1,Apartment,412.0,Mira Road East,68.0
5483,1,Apartment,463.0,Mira Road East,68.0
5484,1,Apartment,412.0,Mira Road East,68.0
5485,1,Apartment,446.0,Mira Road East,66.9
5486,1,Apartment,463.0,Mira Road East,68.0
5487,1,Apartment,412.0,Mira Road East,68.0
5490,1,Apartment,412.0,Mira Road East,66.0
5495,1,Apartment,522.0,Mira Road East,64.5
5498,1,Apartment,449.0,Mira Road East,64.1
5499,2,Apartment,646.0,Mira Road East,103.0
5500,1,Apartment,580.0,Mira Road East,70.0
5501,1,Apartment,550.0,Mira Road East,67.0
5502,1,Apartment,452.0,Mira Road East,58.0
5505,4,Apartment,1500.0,Mira Road East,240.0
5506,1,Apartment,463.0,Mira Road East,69.0
5510,1,Apartment,405.0,Mira Road East,63.5
5511,1,Apartment,405.0,Mira Road East,62.5
5512,1,Apartment,500.0,Mira Road East,65.0
5514,1,Apartment,405.0,Mira Road East,68.5
5515,1,Apartment,405.0,Mira Road East,69.0
5516,1,Apartment,405.0,Mira Road East,69.0
5517,2,Apartment,680.0,Mira Road East,109.0
5518,1,Apartment,449.0,Mira Road East,65.1
5519,2,Apartment,652.0,Mira Road East,107.0
5520,2,Apartment,652.0,Mira Road East,106.0
5521,1,Apartment,418.0,Mira Road East,66.0
5522,1,Apartment,394.0,Mira Road East,64.1
5523,2,Apartment,650.0,Mira Road East,112.0
5524,1,Apartment,450.0,Mira Road East,76.0
5525,2,Apartment,670.0,Mira Road East,114.0
5526,1,Apartment,417.0,Mira Road East,78.46
5527,1,Apartment,390.0,Mira Road East,73.38
5528,1,Apartment,375.0,Mira Road East,70.56
5529,1,Apartment,372.0,Mira Road East,70.0
5530,1,Apartment,392.0,Mira Road East,59.0
5531,2,Apartment,690.0,Mira Road East,122.0
5532,2,Apartment,650.0,Mira Road East,114.0
5533,1,Apartment,409.0,Mira Road East,62.73
5534,1,Apartment,441.0,Mira Road East,67.49
5535,1,Apartment,397.0,Mira Road East,61.0
5537,1,Apartment,428.0,Mira Road East,65.98
5540,1,Apartment,448.0,Mira Road East,69.06
5541,1,Apartment,360.0,Mira Road East,60.0
5542,1,Apartment,392.0,Mira Road East,63.0
5543,1,Apartment,582.0,Mira Road East,78.0
5544,1,Apartment,582.0,Mira Road East,78.0
5545,1,Apartment,360.0,Mira Road East,60.0
5546,1,Apartment,392.0,Mira Road East,63.0
5547,1,Apartment,750.0,Mira Road East,90.0
5548,1,Apartment,750.0,Mira Road East,90.0
5564,1,Apartment,514.0,Mira Road East,63.0
5566,1,Apartment,365.0,Mira Road East,63.2
5567,1,Apartment,395.0,Mira Road East,61.0
5568,1,Apartment,414.0,Mira Road East,63.0
5570,1,Apartment,450.0,Mira Road East,55.0
5571,1,Apartment,415.0,Mira Road East,53.0
5573,1,Apartment,450.0,Mira Road East,56.0
5575,1,Apartment,325.0,Mira Road East,41.51
5576,1,Apartment,335.0,Mira Road East,41.54
5581,1,Apartment,531.0,Mira Road East,65.0
5582,1,Apartment,405.0,Mira Road East,64.18
5585,1,Apartment,415.0,Mira Road East,52.0
5586,1,Apartment,405.0,Mira Road East,54.5
5588,1,Apartment,436.0,Mira Road East,60.6
5589,1,Apartment,412.0,Mira Road East,59.0
5592,1,Apartment,405.0,Mira Road East,55.0
5594,1,Apartment,410.0,Mira Road East,52.0
5597,1,Apartment,412.0,Mira Road East,58.0
5598,3,Apartment,1020.0,Mira Road East,152.0
5601,1,Apartment,405.0,Mira Road East,55.0
5603,1,Apartment,450.0,Mira Road East,62.0
5606,1,Apartment,435.0,Mira Road East,56.0
5607,1,Apartment,425.0,Mira Road East,61.0
5610,1,Apartment,435.0,Mira Road East,56.0
5613,3,Apartment,1715.0,Mira Road East,268.0
5619,1,Apartment,467.0,Mira Road East,57.0
5621,1,Apartment,384.0,Mira Road East,50.99
5623,1,Apartment,512.0,Mira Road East,75.0
5626,1,Apartment,529.0,Mira Road East,70.0
5627,2,Apartment,668.0,Mira Road East,135.0
5628,2,Apartment,668.0,Mira Road East,135.0
5629,2,Apartment,668.0,Mira Road East,135.0
5630,2,Apartment,668.0,Mira Road East,135.0
5631,1,Apartment,358.0,Mira Road East,59.99
5632,1,Apartment,358.0,Mira Road East,59.99
5633,1,Apartment,358.0,Mira Road East,59.99
5636,1,Apartment,531.0,Mira Road East,79.5
5637,1,Apartment,360.0,Mira Road East,53.0
5638,2,Apartment,631.0,Mira Road East,128.0
5640,1,Apartment,510.0,Mira Road East,65.0
5641,1,Apartment,590.0,Mira Road East,70.0
5642,1,Apartment,365.0,Mira Road East,59.0
5643,1,Apartment,422.0,Mira Road East,54.99
5644,1,Apartment,545.0,Mira Road East,84.85
